I,T,y,cohort,event_size
0,1989-01-01,-0.0166831432348636,,
0,1990-01-01,0.0312239867786268,,
0,1991-01-01,0.1098945715771168,,
0,1992-01-01,0.036062060974769,,
0,1993-01-01,0.2127908496848604,,
0,1994-01-01,0.1340016799820444,,
0,1995-01-01,0.1603411027217676,,
0,1996-01-01,0.4251609818736112,,
0,1997-01-01,0.1217703014851187,1997-01-01,0.8200494434740233
0,1998-01-01,0.7723567875474294,,
0,1999-01-01,0.7720047612381159,,
1,1985-01-01,-0.2173107602989755,,
1,1986-01-01,-0.1665959592272458,,
1,1987-01-01,-0.1467373120144516,,
1,1988-01-01,-0.1690683747024766,1988-01-01,0.793939023697962
1,1989-01-01,0.7464431829583618,,
1,1990-01-01,0.6397902401662244,,
1,1991-01-01,0.7198566060649866,,
2,1987-01-01,-0.0684964960959346,,
2,1988-01-01,-0.0721207398298171,,
2,1989-01-01,0.016482094846071,,
2,1990-01-01,-0.1031935037379973,1990-01-01,0.8798351910700102
2,1991-01-01,0.8504194306539922,,
2,1992-01-01,0.5242165332684239,,
2,1993-01-01,0.9194518423312504,,
2,1994-01-01,0.8940488627360295,,
2,1995-01-01,0.9969136156610237,,
2,1996-01-01,1.1047661289843789,,
2,1997-01-01,0.8612259558012446,,
2,1998-01-01,0.7871185593799372,,
3,1986-01-01,0.2762633028244027,,
3,1987-01-01,0.0093067149519431,,
3,1988-01-01,-0.0810208319579083,,
3,1989-01-01,-0.0963360476488591,,
3,1990-01-01,-0.1072344450471899,1990-01-01,0.8798351910700102
3,1991-01-01,1.0173717235552309,,
3,1992-01-01,0.8951556505765035,,
4,1990-01-01,-0.1593452404248932,,
4,1991-01-01,-0.0079616116016319,,
4,1992-01-01,-0.3538136091015753,,
4,1993-01-01,-0.1760915141291213,,
4,1994-01-01,0.2274852673190235,,
4,1995-01-01,0.00402659852248,,
4,1996-01-01,0.3842662164675626,,
4,1997-01-01,0.0872878764677926,,
5,1987-01-01,0.0364758411289218,,
